raw,mask
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00285_Point0181_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00285_Point0181_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00462_Point0115_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00462_Point0115_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00142_Point0135_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00142_Point0135_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00156_Point0108_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00156_Point0108_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00481_Point0106_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00481_Point0106_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00133_Point0243_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00133_Point0243_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00615_Point0219_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00615_Point0219_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00385_Point0400_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00385_Point0400_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00332_Point0175_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00332_Point0175_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00312_Point0306_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00312_Point0306_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00345_Point0273_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00345_Point0273_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00328_Point0247_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00328_Point0247_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00841_Point0204_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00841_Point0204_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00077_Point0113_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00077_Point0113_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00724_Point0160_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00724_Point0160_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00246_Point0086_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00246_Point0086_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00037_Point0134_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00037_Point0134_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00863_Point0084_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00863_Point0084_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00086_Point0029_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00086_Point0029_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00044_Point0132_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00044_Point0132_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00015_Point0317_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00015_Point0317_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00360_Point0194_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00360_Point0194_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00546_Point0164_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00546_Point0164_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00280_Point0112_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00280_Point0112_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00432_Point0023_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00432_Point0023_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00220_Point0122_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00220_Point0122_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00412_Point0080_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00412_Point0080_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00460_Point0220_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00460_Point0220_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00526_Point0416_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00526_Point0416_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00172_Point0349_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00172_Point0349_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00213_Point0407_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00213_Point0407_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00455_Point0081_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00455_Point0081_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00427_Point0089_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00427_Point0089_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00353_Point0149_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00353_Point0149_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00483_Point0179_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00483_Point0179_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00429_Point0212_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00429_Point0212_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00019_Point0020_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00019_Point0020_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00476_Point0335_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00476_Point0335_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00350_Point0402_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00350_Point0402_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00341_Point0081_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00341_Point0081_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00348_Point0116_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00348_Point0116_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00284_Point0278_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00284_Point0278_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00121_Point0358_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00121_Point0358_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00769_Point0081_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00769_Point0081_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00332_Point0185_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00332_Point0185_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00053_Point0288_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00053_Point0288_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00013_Point0191_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00013_Point0191_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00279_Point0230_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00279_Point0230_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00578_Point0029_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00578_Point0029_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00029_Point0028_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00029_Point0028_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00417_Point0355_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00417_Point0355_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00090_Point0045_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00090_Point0045_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00017_Point0307_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00017_Point0307_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00323_Point0172_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00323_Point0172_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00071_Point0057_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00071_Point0057_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00037_Point0129_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00037_Point0129_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00389_Point0197_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00389_Point0197_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00215_Point0134_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00215_Point0134_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00221_Point0066_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00221_Point0066_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00350_Point0121_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00350_Point0121_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00318_Point0216_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00318_Point0216_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00096_Point0323_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00096_Point0323_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00124_Point0102_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00124_Point0102_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00108_Point0133_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00108_Point0133_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00406_Point0230_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00406_Point0230_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00040_Point0220_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00040_Point0220_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00822_Point0215_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00822_Point0215_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00332_Point0047_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00332_Point0047_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00175_Point0129_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00175_Point0129_Channel470.tiff
