file_path,label
/mnt/external.data/TowbinLab/spradhan/20210716_wBT148_150_Ti2_10x_DR_AL_growth_ribosome/mcherry/analysis/ch1_sobel_str/seg_Time00022_Point0085_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20210716_wBT148_150_Ti2_10x_DR_AL_growth_ribosome/gfp/analysis/ch1_sobel_str/seg_Time00254_Point0054_Channel470.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20210917_Ti2_10x_wBT241_oscillation_auxin_blmp-1_AID_25C_20210917_171019_749/mCherry/analysis/ch1_sobel_str/seg_Time00145_Point0022_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221109_wBT308_auxintreatedparents_1mM_0mM/analysis/ch1_sobel_str/seg_Time00055_Point0071_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230524_photobleach_3/20230523_183432_360/pad6/analysis/ch1_sobel_str/seg_Time00007_Point0017_Channel546_nm,Mono_Seq2837.ome.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220913_wB307_L1_recovery_0_500_1000IAA/analysis/ch1_sobel_str/seg_Time00055_Point0050_Channel470.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20221209_Ti2_10x_earlyEggs_wBT160_25C_20221209_130053_455/analysis/ch2_sobel_str/seg_Time00006_Point0096_Channel575.tiff,egg
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201207_wbt64_wbt23_etc/main/pad1/analysis/ch1_sobel_str/seg_Time00411_Point0003_Channel470_nm_Seq59187.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220809_wBT308_auxintreatedparents/analysis/ch1_sobel_str/seg_Time00097_Point0051_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230529_CREST_20x_photobleach4/20230529_175259_376/pad3/analysis/ch1_sobel_str/seg_Time00042_Point0004_Channel546_nm,Mono_Seq15244.ome.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20220401_Ti2_20x_160-182-190_pumping_25C_20220401_173300_429/analysis/ch2_sobel_str/seg_Time00011_Point0039_Channel470.tiff,error
/mnt/external.data/TowbinLab/spradhan/20221216_wB261_253/analysis/ch1_sobel_str/seg_Time00279_Point0100_Channel477.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221012_wBt307_0_50_100uM_IAA/analysis/ch1_sobel_str/seg_Time00006_Point0064_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad3/analysis/ch1_sobel_str/seg_Time00156_Point0011_ChannelCy3_WF,Brightfield_Seq109800.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20220401_Ti2_20x_160-182-190_pumping_25C_20220401_173300_429/analysis/ch2_sobel_str/seg_Time00133_Point0042_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230424_CREST_20x_photobleach_148_n2_ribosomes_20230421_232224_135/20230421_232224_135/pad3/analysis/ch1_sobel_str/seg_Time00024_Point0011_Channel546_nm,Mono_Seq7311.ome.tiff",worm
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad1/analysis/ch1_sobel_str/seg_Time00076_Point0004_Channel470_nm_Seq17560.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad1/analysis/ch1_sobel_str/seg_Time00034_Point0038_ChannelCy3_WF,Brightfield_Seq23906.tiff",worm
/mnt/external.data/TowbinLab/jtuomaala/20211203_Ti2_20x_GFP_decline_wBT148_wBT23_autophagy_deficient_20211203_164210_252/20211203_164210_252/pad1/analysis/ch1_sobel_str/seg_Time00042_Point0023_Channel470_nm_Seq24467.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230602_LIPSI_20x_autophagz_deficient_ribosome_decline/20230530_215012_484/pad2/analysis/ch1_sobel_str/seg_Time00057_Point0037_ChannelDummy_Glass_1,Dummy_Glass_2_Seq33583.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220315_wBT150_DR_titration_and_DR_AL_wBT253_wBT261/pad1/analysis/ch1_sobel_str/seg_Time00277_Point0031_Channel575.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad6/analysis/ch1_sobel_str/seg_Time00003_Point0035_ChannelCy3_WF,Brightfield_Seq2207.tiff",error
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad3/analysis/ch1_sobel_str/seg_Time00220_Point0042_Channel470_nm_Seq50944.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad2/analysis/ch1_sobel_str/seg_Time00079_Point0052_ChannelCy3_WF,Brightfield_Seq55676.tiff",worm
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad4/analysis/ch1_sobel_str/seg_Time00042_Point0115_ChannelCy3_WF,Brightfield_Seq24118.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20221021_wBT308_repeat2_0mM_1mM_IAA_P0/analysis/ch1_sobel_str/seg_Time00076_Point0097_Channel477.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201030_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00198_Point0139_Channel470_nm_Seq41917.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad1/analysis/ch1_sobel_str/seg_Time00319_Point0000_Channel470_nm_Seq73689.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20220124_lipsi_20x_daf-16GFP_wBT267-268-269-270_25C_/pad1/mCherry/analysis/ch1_sobel_str/seg_Time00037_Point0026_ChannelmCherry.tiff,egg
/mnt/external.data/TowbinLab/spradhan/20220315_wBT150_DR_titration_and_DR_AL_wBT253_wBT261/pad1/analysis/ch1_sobel_str/seg_Time00127_Point0021_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad6/analysis/ch1_sobel_str/seg_Time00084_Point0028_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221012_wBt307_0_50_100uM_IAA/analysis/ch1_sobel_str/seg_Time00194_Point0055_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad5/analysis/ch1_sobel_str/seg_Time00023_Point0023_ChannelCy3_WF,Brightfield_Seq13441.tiff",error
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201207_wbt64_wbt23_etc/main/pad6/analysis/ch1_sobel_str/seg_Time00125_Point0098_Channel470_nm_Seq18098.tiff,egg
/mnt/external.data/TowbinLab/spradhan/20220913_wB307_L1_recovery_0_500_1000IAA/analysis/ch1_sobel_str/seg_Time00257_Point0090_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad6/analysis/ch1_sobel_str/seg_Time00104_Point0058_ChannelCy3_WF,Brightfield_Seq73678.tiff",worm
/mnt/external.data/TowbinLab/jtuomaala/20220511_Ti2_20x_GFP_lmn1_sams1_starvation_PART2_20220508_171356_993/20220508_171356_993/pad2/analysis/ch1_sobel_str/seg_Time00065_Point0038_Channel470_nm_Seq51534.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20220914_LIPSI_20x_recovery_3d_20220912_190116_949/20220912_190116_949/pad2/analysis/ch1_sobel_str/seg_Time00104_Point0047_ChannelCy3_WF,Brightfield_Seq11078.tiff",worm
"/mnt/external.data/TowbinLab/jtuomaala/20220318_LIPSI_10x_recovery_20220318_215149_300/20220318_215149_300/pad3/analysis/ch1_sobel_str/seg_Time00076_Point0033_ChannelCy3_WF,Brightfield_Seq18514.tiff",worm
/mnt/external.data/TowbinLab/jtuomaala/20210322_Ti2_10x_wBT149_25C_L1_recovery_20210319_154956_655/analysis/ch1_sobel_str/seg_Time00351_Point0006_Channel575.tiff,egg
/mnt/external.data/TowbinLab/jtuomaala/20220511_Ti2_20x_GFP_lmn1_sams1_starvation_PART2_20220508_171356_993/20220508_171356_993/pad2/analysis/ch1_sobel_str/seg_Time00056_Point0102_Channel470_nm_Seq44488.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201207_wbt64_wbt23_etc/main/pad6/analysis/ch1_sobel_str/seg_Time00273_Point0127_Channel470_nm_Seq39439.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad3/analysis/ch1_sobel_str/seg_Time00018_Point0075_ChannelCy3_WF,Brightfield_Seq10427.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20230310_Ti2_10x_vhp-1_338-186_25C_20230310_171704_905/analysis/ch2_sobel_str/seg_Time00059_Point0403_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211214_wBT243_wBT262_rpl-22_degron_auxin_10x_Ti2/pad2/analysis/ch1_sobel_str/seg_Time00219_Point0046_Channel470.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20220909_crest_10x_yap-1d_wBT125-310_25C_20220909_154052_701/analysis/ch2_sobel_str/seg_Time00366_Point0006_Channel477.tiff,error
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201030_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00381_Point0177_Channel470_nm_Seq80568.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230327_ribo_photobleach_20230325_213613_352/20230325_213613_352/pad3/analysis/ch1_sobel_str/seg_Time00010_Point0043_Channel546_nm,Mono_Seq5073.ome.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20230310_Ti2_10x_vhp-1_338-186_25C_20230310_171704_905/analysis/ch2_sobel_str/seg_Time00061_Point0045_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220315_wBT150_DR_titration_and_DR_AL_wBT253_wBT261/pad1/analysis/ch1_sobel_str/seg_Time00061_Point0027_Channel575.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20220318_LIPSI_10x_recovery_20220318_215149_300/20220318_215149_300/pad6/analysis/ch1_sobel_str/seg_Time00119_Point0000_ChannelCy3_WF,Brightfield_Seq28987.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20211214_wBT243_wBT262_rpl-22_degron_auxin_10x_Ti2/pad4/analysis/ch1_sobel_str/seg_Time00061_Point0024_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211112_wBT261_wBT253_10x_Ti2_growth_2_20211112_172054_504/pad1/analysis/ch1_sobel_str/seg_Time00204_Point0049_Channel470.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201005_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00292_Point0056_Channel470_nm_Seq35388.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220315_wBT150_DR_titration_and_DR_AL_wBT253_wBT261/pad1/analysis/ch1_sobel_str/seg_Time00146_Point0065_Channel575.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad5/analysis/ch1_sobel_str/seg_Time00058_Point0181_ChannelCy3_WF,Brightfield_Seq41323.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad5/analysis/ch1_sobel_str/seg_Time00132_Point0015_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221109_wBT308_auxintreatedparents_1mM_0mM/analysis/ch1_sobel_str/seg_Time00225_Point0132_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad5/analysis/ch1_sobel_str/seg_Time00098_Point0007_Channel575.tiff,error
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201023_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00288_Point0100_Channel470_nm_Seq30340.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20221209_Ti2_10x_earlyEggs_wBT160_25C_20221209_130053_455/analysis/ch2_sobel_str/seg_Time00226_Point0036_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221109_wBT308_auxintreatedparents_1mM_0mM/analysis/ch1_sobel_str/seg_Time00034_Point0167_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211112_wBT261_wBT253_10x_Ti2_growth_2_20211112_172054_504/pad1/analysis/ch1_sobel_str/seg_Time00105_Point0070_Channel470.tiff,egg
"/mnt/external.data/TowbinLab/jtuomaala/20220718_LIPSI_10x_recovery_wBT148_180244_769/20220715_180244_769/pad3/analysis/ch1_sobel_str/seg_Time00177_Point0041_ChannelCy3_WF,Brightfield_Seq41703.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20230602_Orca_10x_16hIAA_wBT160-182-186-190_20230603_091744_737/analysis/ch2_sobel_str/seg_Time00276_Point0004_Channel575.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230424_CREST_20x_photobleach_148_n2_ribosomes_20230421_232224_135/20230421_232224_135/pad6/analysis/ch1_sobel_str/seg_Time00026_Point0012_Channel546_nm,Mono_Seq8062.ome.tiff",error
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad4/analysis/ch1_sobel_str/seg_Time00064_Point0005_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211214_wBT243_wBT262_rpl-22_degron_auxin_10x_Ti2/pad2/analysis/ch1_sobel_str/seg_Time00074_Point0043_Channel470.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201023_wbt64_wbt23_etc/main/pad2/analysis/ch1_sobel_str/seg_Time00004_Point0048_Channel470_nm_Seq0468.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad3/analysis/ch1_sobel_str/seg_Time00282_Point0030_Channel575.tiff,error
/mnt/external.data/TowbinLab/spradhan/20220315_wBT150_DR_titration_and_DR_AL_wBT253_wBT261/pad1/analysis/ch1_sobel_str/seg_Time00075_Point0085_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220809_wBT308_auxintreatedparents/analysis/ch1_sobel_str/seg_Time00291_Point0115_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad1/analysis/ch1_sobel_str/seg_Time00232_Point0030_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220809_wBT308_auxintreatedparents/analysis/ch1_sobel_str/seg_Time00292_Point0010_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad6/analysis/ch1_sobel_str/seg_Time00005_Point0003_ChannelCy3_WF,Brightfield_Seq3303.tiff",error
/mnt/external.data/TowbinLab/spradhan/20221012_wBt307_0_50_100uM_IAA/analysis/ch1_sobel_str/seg_Time00041_Point0021_Channel470.tiff,error
/mnt/external.data/TowbinLab/kstojanovski/20220909_crest_10x_yap-1d_wBT125-310_25C_20220909_154052_701/analysis/ch2_sobel_str/seg_Time00341_Point0005_Channel477.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20220718_LIPSI_10x_recovery_wBT148_180244_769/20220715_180244_769/pad6/analysis/ch1_sobel_str/seg_Time00040_Point0016_ChannelCy3_WF,Brightfield_Seq9613.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20211112_wBT261_wBT253_10x_Ti2_growth_2_20211112_172054_504/pad2/analysis/ch1_sobel_str/seg_Time00376_Point0033_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad5/analysis/ch1_sobel_str/seg_Time00107_Point0136_ChannelCy3_WF,Brightfield_Seq75676.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad6/analysis/ch1_sobel_str/seg_Time00243_Point0006_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221109_wBT308_auxintreatedparents_1mM_0mM/analysis/ch1_sobel_str/seg_Time00033_Point0175_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221109_wBT308_auxintreatedparents_1mM_0mM/analysis/ch1_sobel_str/seg_Time00182_Point0037_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20221012_wBt307_0_50_100uM_IAA/analysis/ch1_sobel_str/seg_Time00129_Point0062_Channel470.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201030_wbt64_wbt23_etc/main/pad4/analysis/ch1_sobel_str/seg_Time00244_Point0132_Channel470_nm_Seq51616.tiff,error
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad3/analysis/ch1_sobel_str/seg_Time00091_Point0027_Channel575.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201030_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00072_Point0152_Channel470_nm_Seq15344.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20230602_LIPSI_20x_autophagz_deficient_ribosome_decline/20230530_215012_484/pad5/analysis/ch1_sobel_str/seg_Time00049_Point0080_ChannelDummy_Glass_1,Dummy_Glass_2_Seq29230.tiff",worm
"/mnt/external.data/TowbinLab/jtuomaala/20211211_LIPSI_20x_GFP_levels_ribo_cyto_20211211_221520_043/20211211_221520_043/pad5/analysis/ch1_sobel_str/seg_Time00016_Point0011_ChannelCy3_WF,Brightfield_Seq9481.tiff",worm
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad4/analysis/ch1_sobel_str/seg_Time00195_Point0013_Channel470_nm_Seq45188.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20210917_Ti2_10x_wBT241_oscillation_auxin_blmp-1_AID_25C_20210917_171019_749/mCherry/analysis/ch1_sobel_str/seg_Time00230_Point0035_Channel575.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201030_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00147_Point0176_Channel470_nm_Seq31193.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201005_wbt64_wbt23_etc/main/pad5/analysis/ch1_sobel_str/seg_Time00338_Point0071_Channel470_nm_Seq40969.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20220718_LIPSI_10x_recovery_wBT148_180244_769/20220715_180244_769/pad1/analysis/ch1_sobel_str/seg_Time00099_Point0034_ChannelCy3_WF,Brightfield_Seq23299.tiff",worm
/mnt/external.data/TowbinLab/kstojanovski/20230602_Orca_10x_16hIAA_wBT160-182-186-190_20230603_091744_737/analysis/ch2_sobel_str/seg_Time00255_Point0112_Channel575.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20230602_LIPSI_20x_autophagz_deficient_ribosome_decline/20230530_215012_484/pad2/analysis/ch1_sobel_str/seg_Time00013_Point0014_ChannelDummy_Glass_1,Dummy_Glass_2_Seq7732.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220913_wB307_L1_recovery_0_500_1000IAA/analysis/ch1_sobel_str/seg_Time00000_Point0040_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad3/analysis/ch1_sobel_str/seg_Time00279_Point0030_Channel575.tiff,error
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad4/analysis/ch1_sobel_str/seg_Time00125_Point0040_ChannelCy3_WF,Brightfield_Seq88091.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad5/analysis/ch1_sobel_str/seg_Time00036_Point0002_Channel575.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20210917_Ti2_10x_wBT241_oscillation_auxin_blmp-1_AID_25C_20210917_171019_749/mCherry/analysis/ch1_sobel_str/seg_Time00328_Point0094_Channel575.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20210716_wBT148_150_Ti2_10x_DR_AL_growth_ribosome/gfp/analysis/ch1_sobel_str/seg_Time00172_Point0057_Channel470.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20220913_wB307_L1_recovery_0_500_1000IAA/analysis/ch1_sobel_str/seg_Time00117_Point0041_Channel470.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20220713_LIPSI_20x_starvation_ribo_lmn_sams_20220710_202035_650/20220710_202035_650/pad2/analysis/ch1_sobel_str/seg_Time00050_Point0115_ChannelCy3_WF,Brightfield_Seq43915.tiff",error
/mnt/external.data/TowbinLab/kstojanovski/20220124_lipsi_20x_daf-16GFP_wBT267-268-269-270_25C_/pad4/mCherry/analysis/ch1_sobel_str/seg_Time00014_Point0031_ChannelmCherry.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20211221_LIPSI_20x_GFP_levels_ribo_cyto_20211221_175954_691/20211221_175954_691/pad4/analysis/ch1_sobel_str/seg_Time00160_Point0122_ChannelCy3_WF,Brightfield_Seq112743.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20211214_wBT243_wBT262_rpl-22_degron_auxin_10x_Ti2/pad2/analysis/ch1_sobel_str/seg_Time00231_Point0059_Channel470.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad6/analysis/ch1_sobel_str/seg_Time00186_Point0042_Channel470_nm_Seq43166.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20220318_Ti2_10x_recovery_20220318_162544_939/20220318_162544_939/pad3/analysis/ch1_sobel_str/seg_Time00338_Point0037_Channel470_nm_Seq78197.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20221206_klement_20201207_wbt64_wbt23_etc/main/pad3/analysis/ch1_sobel_str/seg_Time00435_Point0046_Channel470_nm_Seq62686.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20220511_Ti2_20x_GFP_lmn1_sams1_starvation_PART2_20220508_171356_993/20220508_171356_993/pad1/analysis/ch1_sobel_str/seg_Time00045_Point0132_Channel470_nm_Seq35682.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211101_wBT150_wBT253_10x_Ti2_growth/pad1/analysis/ch1_sobel_str/seg_Time00230_Point0011_Channel575.tiff,worm
/mnt/external.data/TowbinLab/jtuomaala/20211203_Ti2_20x_GFP_decline_wBT148_wBT23_autophagy_deficient_20211203_164210_252/20211203_164210_252/pad2/analysis/ch1_sobel_str/seg_Time00033_Point0030_Channel470_nm_Seq19364.tiff,worm
/mnt/external.data/TowbinLab/spradhan/20211112_wBT261_wBT253_10x_Ti2_growth_2_20211112_172054_504/pad2/analysis/ch1_sobel_str/seg_Time00179_Point0045_Channel470.tiff,egg
/mnt/external.data/TowbinLab/kstojanovski/20210917_Ti2_10x_wBT241_oscillation_auxin_blmp-1_AID_25C_20210917_171019_749/mCherry/analysis/ch1_sobel_str/seg_Time00359_Point0005_Channel575.tiff,error
/mnt/external.data/TowbinLab/jtuomaala/20211203_Ti2_20x_GFP_decline_wBT148_wBT23_autophagy_deficient_20211203_164210_252/20211203_164210_252/pad2/analysis/ch1_sobel_str/seg_Time00042_Point0084_Channel470_nm_Seq24656.tiff,worm
"/mnt/external.data/TowbinLab/jtuomaala/20220713_LIPSI_20x_starvation_ribo_lmn_sams_20220710_202035_650/20220710_202035_650/pad5/analysis/ch1_sobel_str/seg_Time00008_Point0015_ChannelCy3_WF,Brightfield_Seq7572.tiff",worm
/mnt/external.data/TowbinLab/spradhan/20220218_wBT262_parental_auxin_titration_effect_in_progeny_Ti2_10x/pad1/analysis/ch1_sobel_str/seg_Time00256_Point0024_Channel575.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20220909_crest_10x_yap-1d_wBT125-310_25C_20220909_154052_701/analysis/ch2_sobel_str/seg_Time00000_Point0034_Channel477.tiff,worm
/mnt/external.data/TowbinLab/kstojanovski/20210917_Ti2_10x_wBT241_oscillation_auxin_blmp-1_AID_25C_20210917_171019_749/GFP/analysis/ch1_sobel_str/seg_Time00289_Point0099_Channel575.tiff,error
/mnt/external.data/TowbinLab/spradhan/20221021_wBT308_repeat2_0mM_1mM_IAA_P0/analysis/ch1_sobel_str/seg_Time00263_Point0051_Channel477.tiff,egg
